2011Zones,Bus Accessbility Count
Westwood South - 01,15.21
Westwood South - 02,22.65
Westwood South - 03,17.3
Westwood South - 04,9.46
Westwood South - 05,54.57
Westwood South - 06,28.85
Westwood East - 01,50.32
Westwood East - 02,43.46
Westwood East - 03,5.15
Westwood East - 04,26.45
The Murray - 01,59.9
The Murray - 02,22.85
The Murray - 03,20.25
The Murray - 04,1.7
The Murray - 05,41.09
"Birniehill, Kelvin and Whitehills East - 01",22.37
"Birniehill, Kelvin and Whitehills East - 02",24.64
"Birniehill, Kelvin and Whitehills East - 03",7.18
"Birniehill, Kelvin and Whitehills East - 04",21.06
"Birniehill, Kelvin and Whitehills East - 05",7.76
"Birniehill, Kelvin and Whitehills East - 06",58.82
Blane Valley - 01,0.63
Blane Valley - 02,0.12
Blane Valley - 03,0
Blane Valley - 04,3.61
Blane Valley - 05,2.68
Blane Valley - 06,0.99
Blane Valley - 07,3.05
Blane Valley - 08,2.84
Balfron and Drymen - 01,1.08
Balfron and Drymen - 02,1.01
Balfron and Drymen - 03,2.34
Balfron and Drymen - 04,8.79
Balfron and Drymen - 05,4.25
Balfron and Drymen - 06,2.45
Kippen and Fintry - 01,0
Kippen and Fintry - 03,1.02
Kippen and Fintry - 04,2.08
Cambusbarron - 01,0.25
Cambusbarron - 02,1.63
Cambusbarron - 03,2.41
Cambusbarron - 04,0.94
Cambusbarron - 05,0.94
Cambusbarron - 06,1.35
Plean and Rural SE - 01,0
Plean and Rural SE - 02,14.6
Plean and Rural SE - 03,14.69
Plean and Rural SE - 04,1.94
Cowie - 01,5.91
Cowie - 04,2.06
Fallin - 01,5.43
Fallin - 02,5.71
Fallin - 03,10.39
Fallin - 04,10.89
Bannockburn - 01,1.7
Bannockburn - 02,45.27
Bannockburn - 03,19.31
Bannockburn - 04,31.81
Bannockburn - 05,12.62
Hillpark - 01,6.72
Hillpark - 02,19.12
Hillpark - 03,33.01
Hillpark - 04,21.62
Broomridge - 01,1.84
Broomridge - 02,4.99
Broomridge - 03,7.53
Broomridge - 04,46.68
Broomridge - 05,33.82
Broomridge - 06,20.7
Broomridge - 07,76.03
Borestone - 01,21.13
Borestone - 02,52.92
Borestone - 03,27.93
Borestone - 04,15.44
Borestone - 05,3.55
King's Park and Torbrex - 01,37.75
King's Park and Torbrex - 02,50.02
King's Park and Torbrex - 03,0.1
King's Park and Torbrex - 04,29.43
King's Park and Torbrex - 05,10.36
Braehead - 01,20.42
Braehead - 02,21.68
Braehead - 03,15.92
City Centre - 01,68.15
City Centre - 02,23.89
City Centre - 03,117.23
City Centre - 04,144.57
City Centre - 05,163.21
Raploch - 02,31.81
Raploch - 03,20.24
Raploch - 04,19.62
Cornton - 01,38.24
Cornton - 02,19.68
Cornton - 04,5.95
Causewayhead - 01,86.22
Causewayhead - 02,62.28
Causewayhead - 03,16.82
Bridge of Allan and University - 01,1.27
Bridge of Allan and University - 02,11.04
Bridge of Allan and University - 03,14.37
Bridge of Allan and University - 04,21.5
Bridge of Allan and University - 05,7.5
Bridge of Allan and University - 06,0.67
Bridge of Allan and University - 07,8.27
Forth - 01,12.73
Forth - 02,52.88
Forth - 03,8.41
Forth - 04,2.62
Dunblane East - 01,0.84
Dunblane East - 02,2.06
Dunblane East - 03,3.68
Dunblane East - 04,0.53
Dunblane East - 05,0
Dunblane East - 06,5.18
Dunblane East - 07,4.39
Dunblane West - 01,7.1
Dunblane West - 02,2.89
Dunblane West - 03,1.09
Dunblane West - 04,3.05
Dunblane West - 05,2.31
Carse of Stirling - 01,7.34
Carse of Stirling - 02,1.47
Carse of Stirling - 03,6.06
Carse of Stirling - 04,0.41
Carse of Stirling - 05,0
Carse of Stirling - 06,1.01
Callander and Trossachs - 01,9.25
Callander and Trossachs - 02,8.82
Callander and Trossachs - 03,2.59
Callander and Trossachs - 04,6.35
Callander and Trossachs - 05,0.78
Highland - 01,0.68
Highland - 02,0
Highland - 03,0.33
Highland - 04,0.5
Highland - 05,0
Whitecrook - 01,83.61
Whitecrook - 02,69.99
Whitecrook - 03,91.45
Whitecrook - 04,54.79
Whitecrook - 05,4.79
Whitecrook - 06,4.81
Singer and Clydebank South - 01,66.12
Singer and Clydebank South - 02,103.75
Singer and Clydebank South - 03,141.35
Singer and Clydebank South - 04,34.91
Singer and Clydebank South - 05,47.45
Drumry - 01,81.35
Drumry - 02,5.62
Drumry - 03,16
Drumry - 04,7.99
Drumry - 05,32.72
Drumry - 06,58.24
Drumry - 07,81.47
Clydebank - 01,137.45
Clydebank - 03,12.93
Clydebank - 04,9.91
Clydebank - 05,19.33
Clydebank - 06,31.63
Clydebank North - 01,83.13
Clydebank North - 02,38.69
Clydebank North - 03,25.57
Clydebank North - 04,51.73
Clydebank North - 05,37.86
Clydebank East - 01,29.98
Clydebank East - 02,36.19
Clydebank East - 03,51.45
Clydebank East - 05,64.95
Clydebank East - 06,60.15
Duntocher - 01,36.56
Duntocher - 02,41.94
Duntocher - 03,16.87
Duntocher - 04,40.55
Duntocher - 05,29.06
Duntocher - 06,11.37
Dalmuir - 01,12.37
Dalmuir - 02,14.17
Dalmuir - 05,33.37
Dalmuir - 06,28.65
Dalmuir - 07,23.96
Kilpatrick - 01,5.78
Kilpatrick - 02,26.35
Kilpatrick - 03,12.06
Kilpatrick - 04,4.59
Kilpatrick - 05,9.41
Kilpatrick - 06,27.95
Kilpatrick - 07,27.95
Bowling - 01,20.5
Bowling - 02,8.97
Bowling - 03,3.32
Bowling - 04,7.8
Bowling - 05,13.65
Bowling - 06,5.79
Dumbarton East - 01,23.34
Dumbarton East - 02,29.87
Dumbarton East - 03,26.81
Dumbarton East - 04,21.94
Dumbarton East - 05,20.31
Dumbarton East - 06,20.05
Dumbarton East - 07,10.28
Dumbarton - 01,11.86
Dumbarton - 02,23.37
Dumbarton - 03,12.21
Dumbarton - 04,24.56
Dumbarton - 05,43.31
Dumbarton - 06,30.88
Dumbarton - 07,17.99
Dumbarton - 08,10.53
Dalreoch - 01,26.11
Dalreoch - 02,33.34
Dalreoch - 05,16.89
Dalreoch - 06,6.79
Dalreoch - 07,18.78
Dalreoch - 08,16.17
Leven - 01,14.87
Leven - 02,15.53
Leven - 03,15.71
Leven - 04,17.85
Leven - 05,11.83
Leven - 06,3.96
Bonhill - 01,0.24
Bonhill - 02,6.49
Bonhill - 03,16.74
Bonhill - 04,11.31
Bonhill - 07,17.11
Bonhill - 08,15.61
Bonhill - 09,20.19
Alexandria - 01,31.89
Alexandria - 02,16.53
Alexandria - 04,4.8
Balloch - 01,43.33
Balloch - 02,26.85
Balloch - 03,36.49
Balloch - 04,24.81
Balloch - 05,18.84
Balloch - 06,22
Balloch - 07,7.4
Balloch - 08,19.06
Balloch - 09,18.25
Lomond - 01,7.78
Lomond - 02,27.13
Lomond - 03,22.68
Lomond - 05,0
Fauldhouse - 01,22.33
Fauldhouse - 02,12.3
Fauldhouse - 03,3.83
Fauldhouse - 04,8.98
Fauldhouse - 05,14.69
Fauldhouse - 07,7.3
Breich Valley - 01,1.02
Breich Valley - 04,10.04
Breich Valley - 06,9.4
West Calder and Polbeth - 01,16.37
West Calder and Polbeth - 02,25.57
West Calder and Polbeth - 03,5.19
West Calder and Polbeth - 04,0
West Calder and Polbeth - 05,7.1
West Calder and Polbeth - 06,9.63
West Calder and Polbeth - 07,19
"Bellsquarry, Adambrae and Kirkton - 01",1.92
"Bellsquarry, Adambrae and Kirkton - 02",2
"Bellsquarry, Adambrae and Kirkton - 03",2.54
"Bellsquarry, Adambrae and Kirkton - 04",6.71
"Bellsquarry, Adambrae and Kirkton - 05",6.87
"Bellsquarry, Adambrae and Kirkton - 06",6.78
"Bellsquarry, Adambrae and Kirkton - 07",24.24
Bankton and Murieston - 01,1.59
Bankton and Murieston - 02,3.56
Bankton and Murieston - 03,2.42
Bankton and Murieston - 04,2.06
Bankton and Murieston - 05,5.44
Bankton and Murieston - 06,9.13
Bankton and Murieston - 07,11.09
Dedridge East - 01,4.25
Dedridge East - 02,7.29
Dedridge East - 03,29.18
Dedridge East - 04,19.11
Dedridge East - 05,29.95
Dedridge East - 06,21.77
Dedridge East - 07,11.17
Mid Calder and Kirknewton - 01,18.46
Mid Calder and Kirknewton - 02,13.97
Mid Calder and Kirknewton - 03,4.81
Mid Calder and Kirknewton - 04,4.91
Mid Calder and Kirknewton - 05,19.71
Mid Calder and Kirknewton - 06,5.44
Mid Calder and Kirknewton - 07,13.25
Mid Calder and Kirknewton - 08,10.11
East Calder - 01,8.91
East Calder - 02,7.29
East Calder - 03,7.58
East Calder - 04,0
East Calder - 05,11.17
East Calder - 06,16.73
East Calder - 07,9.47
Pumpherston and Uphall Station - 01,5.5
Pumpherston and Uphall Station - 02,10.71
Pumpherston and Uphall Station - 04,7.23
Craigshill - 01,18.28
Craigshill - 02,29.23
Craigshill - 03,37.15
Craigshill - 05,28.66
Howden - 02,31.91
Howden - 03,14.94
Howden - 04,21.02
Howden - 05,35.42
Howden - 06,17.63
Livingston Village and Eliburn South - 01,10.39
Livingston Village and Eliburn South - 02,4.69
Livingston Village and Eliburn South - 03,4.65
Livingston Village and Eliburn South - 04,15.43
Livingston Village and Eliburn South - 05,32.94
Livingston Village and Eliburn South - 06,10.47
Livingston Village and Eliburn South - 08,23.15
Ladywell - 01,14.91
Ladywell - 02,27.54
Ladywell - 05,22.19
Ladywell - 06,47.2
Ladywell - 07,21.48
Knightsridge - 01,10.28
Knightsridge - 02,10.2
Knightsridge - 03,8.84
Knightsridge - 04,2.1
Knightsridge - 05,21.27
Knightsridge - 06,21.89
Knightsridge - 07,13.63
Knightsridge and Deans North - 01,32.56
Knightsridge and Deans North - 02,0
Knightsridge and Deans North - 03,30.48
Knightsridge and Deans North - 04,9.91
Knightsridge and Deans North - 05,0.6
Deans - 02,27.58
Deans - 03,22.93
Deans - 04,40.48
Carmondean and Eliburn North - 01,14.84
Carmondean and Eliburn North - 02,23.63
Carmondean and Eliburn North - 03,0.41
Carmondean and Eliburn North - 04,5.02
Carmondean and Eliburn North - 05,5.97
Carmondean and Eliburn North - 06,26.76
Carmondean and Eliburn North - 07,20.78
Carmondean and Eliburn North - 08,34.89
Seafield - 01,29.31
Seafield - 02,31.06
Seafield - 03,5.49
Blackburn - 01,23.48
Blackburn - 02,22.29
Blackburn - 03,15.18
Blackburn - 04,9.16
Blackburn - 05,22.83
Blackburn - 06,12.84
Blackburn - 07,17.48
Blaeberry Hill and East Whitburn - 01,5.92
Blaeberry Hill and East Whitburn - 02,0.97
Blaeberry Hill and East Whitburn - 03,2.19
Blaeberry Hill and East Whitburn - 04,1.43
Blaeberry Hill and East Whitburn - 05,17.59
Blaeberry Hill and East Whitburn - 06,27.67
Blaeberry Hill and East Whitburn - 07,8.67
Blaeberry Hill and East Whitburn - 08,5.06
Whitburn Central - 01,8.14
Whitburn Central - 02,18.94
Whitburn Central - 03,17.26
Whitburn Central - 04,30.48
Whitburn Central - 05,26.84
Whitburn Central - 06,25.12
"Whitburn, Croftmalloch and Greenrigg - 01",4.15
"Whitburn, Croftmalloch and Greenrigg - 02",4.34
"Whitburn, Croftmalloch and Greenrigg - 03",25.67
"Whitburn, Croftmalloch and Greenrigg - 04",3.26
"Whitburn, Croftmalloch and Greenrigg - 05",9.47
Armadale - 01,35.48
Armadale - 02,26.14
Armadale - 03,21.37
Armadale - 04,8.1
Armadale - 05,18.43
Armadale - 06,43.48
Armadale - 07,12.34
Armadale - 08,18.02
Armadale - 09,14.78
Armadale South - 01,4.65
Armadale South - 02,26.63
Armadale South - 03,25.62
Armadale South - 04,42.62
Armadale South - 05,5.98
Armadale South - 06,25.26
Armadale South - 07,23.62
Armadale South - 08,12.11
"Bathgate, Wester Inch and Inchcross - 01",14.11
"Bathgate, Wester Inch and Inchcross - 02",5.2
"Bathgate, Wester Inch and Inchcross - 03",18.44
"Bathgate, Wester Inch and Inchcross - 04",20.25
"Bathgate, Wester Inch and Inchcross - 05",17.64
Bathgate and Boghall - 01,50.86
Bathgate and Boghall - 03,12.21
Bathgate and Boghall - 04,13.58
Bathgate and Boghall - 05,12.62
Bathgate and Boghall - 06,5.06
Bathgate East - 01,66.29
Bathgate East - 02,6.46
Bathgate East - 03,54.41
Bathgate East - 04,64.93
Bathgate East - 05,18.41
Bathgate East - 06,5.14
Bathgate East - 07,7.67
Bathgate East - 08,4.45
Bathgate East - 09,1.95
Bathgate West - 01,24.97
Bathgate West - 02,12.14
Bathgate West - 03,9.57
Bathgate West - 04,44.62
Bathgate West - 05,10.51
Bathgate West - 06,51.94
Bathgate West - 07,19.31
Bathgate West - 08,0
Bathgate West - 09,5.86
"Blackridge, Westfield and Torphichen - 01",17.39
"Blackridge, Westfield and Torphichen - 02",12.79
"Blackridge, Westfield and Torphichen - 03",15.64
"Blackridge, Westfield and Torphichen - 04",1.84
"Blackridge, Westfield and Torphichen - 05",2.1
Linlithgow South - 01,3.22
Linlithgow South - 02,3.19
Linlithgow South - 03,3.82
Linlithgow South - 04,11.28
Linlithgow South - 05,6.69
Linlithgow South - 06,1.55
Linlithgow South - 07,1.41
Linlithgow South - 08,7.95
Linlithgow Bridge - 01,23.17
Linlithgow Bridge - 02,33.95
Linlithgow Bridge - 03,50.65
Linlithgow Bridge - 04,10.12
Linlithgow Bridge - 05,16.46
Linlithgow Bridge - 06,0
Linlithgow North - 01,13.96
Linlithgow North - 02,3.01
Linlithgow North - 03,7.65
Linlithgow North - 04,5.88
Linlithgow North - 05,3.52
"Winchburgh, Bridgend and Philpstoun - 02",4.02
"Winchburgh, Bridgend and Philpstoun - 03",9.39
"Winchburgh, Bridgend and Philpstoun - 04",17.27
"Winchburgh, Bridgend and Philpstoun - 05",5.21
"Winchburgh, Bridgend and Philpstoun - 06",4.01
Broxburn Kirkhill - 01,57.31
Broxburn Kirkhill - 02,31.01
Broxburn Kirkhill - 03,5.31
Broxburn Kirkhill - 04,0.7
Broxburn Kirkhill - 05,4.75
"Uphall, Dechmont and Ecclesmachan - 01",16.29
"Uphall, Dechmont and Ecclesmachan - 02",22.02
"Uphall, Dechmont and Ecclesmachan - 03",0
"Uphall, Dechmont and Ecclesmachan - 04",2.45
"Uphall, Dechmont and Ecclesmachan - 05",54.35
"Uphall, Dechmont and Ecclesmachan - 06",22.04
"Uphall, Dechmont and Ecclesmachan - 07",38.82
"Uphall, Dechmont and Ecclesmachan - 08",14.6
Broxburn South - 01,11.12
Broxburn South - 02,0.53
Broxburn South - 03,14.36
Broxburn South - 04,15.34
Broxburn South - 05,31.01
Broxburn South - 06,55.91
Broxburn East - 01,25.4
Broxburn East - 02,40.31
Broxburn East - 03,19.21
Broxburn East - 04,36.59
Torry East - 03,39.2
Torry East - 05,55.97
"Froghall, Powis and Sunnybank - 05",27.22
Mastrick - 01,40.81
Mastrick - 07,35.35
Cummings Park - 03,42.05
Oldmachar East - 04,9.75
Kemnay - 05,7.94
Ellon West - 01,7.36
Fraserburgh Lochpots - 02,12.38
Fraserburgh Central-Academy - 01,34.57
Fraserburgh Harbour and Broadsea - 02,14.5
Monikie - 08,3.52
Arbroath Cliffburn - 05,10.37
Kintyre Trail - 04,0.53
Rothesay Town - 02,11.91
Rothesay Town - 05,11.17
Hunter's Quay - 06,9.25
Helensburgh North - 04,7.18
Tillicoultry - 03,6.6
Sauchie - 01,23.55
Alloa South and East - 03,10.17
Alloa North - 03,2.65
Stranraer West - 04,6.45
Rhins North - 01,0.94
Rhins South - 02,0.67
Machars North - 04,0.18
Glenkens - 01,0.74
Shawhead - 02,0
Lochside and Lincluden - 03,19.4
Lochside and Lincluden - 06,9.96
Summerville - 03,27.59
Locharbriggs - 01,9.21
Annandale West - 01,0
Gretna - 01,0.19
Douglas West - 02,24.85
Whitfield - 02,27.29
Caird Park - 04,36.68
Kirkton - 04,40.15
Fairmuir - 04,29.35
Charleston - 04,30.88
Lochee - 06,49.54
Doon Valley North - 04,9.68
Doon Valley North - 06,3.3
Mauchline Rural - 04,0
Cumnock Rural - 02,0.64
Auchinleck - 01,4.34
Earlston and Hurlford Rural - 06,7.61
New Farm Loch South - 01,6.7
Altonhill North and Onthank - 03,20.66
Altonhill North and Onthank - 05,10.09
Woodhill East - 02,29.76
Twechar and Harestanes East - 02,11.56
Twechar and Harestanes East - 03,35.63
Musselburgh West - 03,29.04
Prestonpans West - 04,37.57
Tranent North - 03,0
Tranent North - 05,22.12
Tranent South - 04,4.51
"Dunterlie, East Arthurlie and Dovecothall - 03",39.29
"Dunterlie, East Arthurlie and Dovecothall - 06",42.32
Balerno and Bonnington Village - 03,1.87
The Calders - 01,7.48
Broomhouse and Bankhead - 04,51.16
Craigmillar - 03,57.15
Niddrie - 02,60.79
Niddrie - 03,42.53
Niddrie - 06,78.6
Muirhouse - 03,19.06
Barra and South Uist - 05,0.33
Northwest Lewis - 03,1.11
"Fankerton, Stoneywood and Denny Town - 03",78.64
"Banknock, Haggs and Longcroft - 01",17.91
Carronshore - 03,17.58
Falkirk - Camelon West - 01,12.64
Braes Villages - 06,2.38
Grangemouth - Bowhouse - 03,36.59
Grangemouth - Bowhouse - 04,37.08
Bo'ness - Newtown - 05,1.13
Oakley North,24.78
Lochgelly West and Lumphinnans Central,50.6
Milton of Balgonie,9.03
Buckhaven North West and Muiredge,36.99
Methil Trees East,25.72
Leuchars North,33.18
Kilmany Rathillet and Logie,0.21
Nitshill - 01,48.74
Nitshill - 04,26.79
Nitshill - 09,20.05
Penilee - 04,44.76
Penilee - 05,25.08
Govan and Linthouse - 04,80.09
Carmunnock South - 02,6.37
Castlemilk - 03,16.59
Laurieston and Tradeston - 05,172.26
Parkhead West and Barrowfield - 02,29.16
Baillieston West - 05,11.15
Greenfield - 03,36.32
Old Shettleston and Parkhead North - 01,70.78
Old Shettleston and Parkhead North - 04,37.34
Old Shettleston and Parkhead North - 05,37.6
"Cranhill, Lightburn and Queenslie South - 01",22.8
Craigend and Ruchazie - 04,14.09
Craigend and Ruchazie - 07,58.76
Riddrie and Hogganfield - 07,17.72
Blackhill and Barmulloch East - 03,22.74
Balornock - 01,35.76
Barmulloch - 02,27.8
Petershill - 02,21.08
Springburn East and Cowlairs - 02,17.65
Sighthill - 01,37.74
Carntyne West and Haghill - 04,60.05
Carntyne West and Haghill - 05,40.2
Dennistoun - 06,29.98
City Centre East - 01,160.01
Anderston - 03,48.29
Woodside - 03,89.1
Keppochhill - 02,42.1
Possil Park - 02,27.23
Milton West - 01,5.1
Milton East - 03,14.61
Milton East - 04,18.3
Maryhill East - 01,41.43
Blairdardie East - 04,23.65
Drumchapel North - 04,87.88
Drumry East - 02,20.25
Drumry West - 04,95.57
Fort William North - 05,6.63
Nairn West - 05,2.72
Inverness Merkinch - 03,4.26
Skye North East - 02,0.4
Alness - 01,1.75
Alness - 02,2.48
Alness - 04,4.04
Invergordon - 04,1.47
Sutherland East - 04,0
Wick South - 02,3.04
Sutherland North and West - 04,0.24
"Kilmacolm, Quarriers, Greenock Upper East/Central - 02",0
Inverkip and Wemyss Bay - 08,0
"Braeside, Branchton, Lower Larkfield and Ravenscraig - 03",31.92
"Bow Farm, Barrs Cottage, Cowdenknowes and Overton - 03",28.98
Greenock Upper Central - 06,51.59
Greenock Town Centre and East Central - 08,16.06
Greenock East - 01,25.02
Greenock East - 07,23.27
"Port Glasgow Upper, West and Central - 09",13.51
"Port Glasgow Mid, East and Central - 06",11.66
Port Glasgow Upper East - 04,39.58
Port Glasgow Upper East - 06,26.24
Thornybank - 05,6.5
Pathhead and Rural East Midlothian - 02,9.84
Mayfield - 02,18.13
Mayfield - 04,6
"Fochabers, Aultmore, Clochan and Ordiquish - 02",0.51
Dreghorn - 05,7.14
Irvine Broomlands - 03,24.22
Irvine Bourtreehill - 03,17.49
Irvine Castlepark South - 02,14.87
Irvine Castlepark South - 03,15.89
Irvine Central - 01,22.58
Ardrossan North East - 03,25.96
Saltcoats North West - 02,2.39
Saltcoats North West - 03,3.16
Saltcoats North East - 04,25.38
Stevenston North West - 02,29.89
Stevenston Hayocks - 02,14.88
Kilwinning Pennyburn - 02,21.83
Kilbirnie North - 02,4.42
Muirhouse - 04,35.72
Wishaw South - 02,0
Wishaw East - 04,16.49
Newmains - 03,27.58
Newmains - 09,14.77
Shotts - 05,45.42
Harthill and Salsburgh - 06,8.64
Clydesdale and New Stevenston - 01,2.82
Carfin and Cleekhimin - 04,25.37
Motherwell South - 03,117.48
Motherwell South - 04,52.55
Motherwell South - 05,7.09
Motherwell North - 03,35.52
Forgewood - 04,6.74
Holytown - 04,45.42
Holytown - 05,32.43
Bellshill South - 04,14.37
Bellshill Central - 02,17
Viewpark - 01,51.53
Viewpark - 05,32.42
Kirkwood and Bargeddie - 03,5.43
Kirkwood and Bargeddie - 07,14.71
Kirkwood and Bargeddie - 09,18.76
Sunnyside and Cliftonville - 01,6.34
Chapelhall East - 02,2.75
Petersburn - 05,14.63
Petersburn - 06,15.19
Cairnhill - 02,5.33
Coatdyke and Whinhall - 06,16.74
Thrashbush - 03,9.29
Caldercruix and Plains - 08,1.81
Moodiesburn West - 02,14.76
Condorrat - 02,26.13
Seafar - 03,10.46
Cumbernauld Central - 03,10.36
"Powmill, Cleish and Scotlandwell - 02",4.91
Letham - 08,31.3
Paisley Ferguslie - 02,24.69
Paisley West - 07,34.01
Paisley Foxbar - 03,14.83
Paisley Glenburn West - 05,23.66
Paisley North - 04,19.7
Renfrew West - 03,43.9
Renfrew East - 04,5.21
Linwood South - 01,15.35
Linwood North - 06,14.02
Innerleithen - East,2.46
Blainslie and Legerwood,0.25
Kelso N - Abbotseat,3.38
Hawick - Burnfoot - Central,11
Hawick - Burnfoot - North,14.06
Yarrow Water and Sunderland Area,0
Girvan Glendoune - 03,10.3
Girvan Glendoune - 04,4.27
Clydesdale South - 01,0.82
"Biggar, Symington, Thankerton and Dolphinton - 06",0
Lanark North East - 03,5.75
Lesmahagow - 01,10.33
Lesmahagow - 02,9.05
Strutherhill - 05,13.41
Stonehouse - 02,9.24
Fairhill - 03,12.4
Burnbank Central and Udston - 03,15.17
Westburn and Newton - 02,19.44
Vicarland and Cairns - 03,2.37
Vicarland and Cairns - 04,22.69
Burnhill and Bankhead North - 05,37.69
Nerston and EK Landward Area - 06,30.17
Whitehills West - 03,14.25
Kippen and Fintry - 02,1.59
Cowie - 02,3.08
Raploch - 01,14.25
Singer and Clydebank South - 06,36.05
Clydebank East - 04,41.44
Dalmuir - 03,53.13
Dalreoch - 04,14.22
Leven - 07,4.04
